"",SentenceLabelRem,SentenceScoreRem,Rubric,Score,FeedbackCode,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
5393,(in Task A and B)Appreciate your effort in trying different approaches in each task.,(in Task A and B)Appreciate your effort in trying different approaches in each task.,Agency 3,100,788,1,15,98.78,77.41,99,97.84,15,20,93.33,60,46.67,6.67,6.67,0,0,6.67,0,0,0,20,6.67,0,20,0,0,6.67,0,6.67,6.67,0,13.33,0,13.33,0,20,0,20,6.67,0,6.67,0,0,6.67,0,6.67,6.67,0,6.67,6.67,0,0,0,0,0,13.33,6.67,6.67,0,0,0,0,6.67,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,0,6.67,20,0,0,0,0,0,0,0,0,0,0,0,0,20,6.67,0,0,0,0,13.33,0
5394,"Task A:Method 3 is preferred, but the line 'c = ....' can be changed to 'c = a + b' instead."" 100","Task A:Method 3 is preferred, but the line 'c = ....' can be changed to 'c = a + b' instead.""",Impact 1,100,788,1,18,79.79,2.75,39.59,20.23,9,16.67,83.33,55.56,50,0,0,0,0,0,0,0,0,16.67,16.67,5.56,5.56,16.67,5.56,5.56,0,22.22,0,0,0,0,0,0,33.33,0,33.33,5.56,5.56,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,5.56,0,0,0,5.56,5.56,11.11,0,0,0,0,0,0,83.33,27.78,5.56,0,0,22.22,27.78,0
5395,Well done! Nicely commented. 100,Well done! Nicely commented.,Agency 2,100,789,1,4,1,40.06,1,99,2,25,100,50,50,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,25,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,50,25,0,0,25,0,0,0
5396,Excellent! 100,Excellent!,Agency 2,100,790,1,1,89.52,40.06,1,99,1,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0
5397,"""next time, please do not save the jupyter as the image, please convert properly as the pdf.;"" 0","""next time, please do not save the jupyter as the image, please convert properly as the pdf.;""",Impact 1,50,791,1,17,95.53,2.18,12.44,20.23,17,17.65,76.47,47.06,41.18,0,0,0,0,0,0,0,0,17.65,17.65,0,11.76,5.88,0,11.76,5.88,5.88,5.88,0,0,0,0,0,5.88,0,5.88,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,11.76,11.76,11.76,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,5.88,0,0,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,35.29,5.88,11.76,0,0,0,17.65,0
5398,Well done!Task B.Tree.png is demonstrated in the lab already. Please try on tree1.png 50,Well done!Task B.Tree.png is demonstrated in the lab already. Please try on tree1.png,Agency 2&Impact 1,50,791,1,17,79.1,40.06,1.39,95.42,8.5,11.76,70.59,47.06,41.18,0,0,0,0,0,0,0,0,5.88,5.88,5.88,11.76,11.76,11.76,0,0,17.65,0,0,5.88,0,5.88,0,5.88,0,5.88,0,0,5.88,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,5.88,5.88,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,5.88,0,0,0,5.88,11.76,5.88,0,0,0,0,0,0,29.41,23.53,0,0,5.88,0,0,0
5399,"""Well done!;Nicely documented.","""Well done!;Nicely documented.",Agency 2,100,792,1,4,1,40.06,1,99,4,25,75,50,50,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,100,25,0,0,25,0,50,0
5400,"Task 1:This task requires us to create a function that takes in a list as input, and then by using a stack, the function will return the reversed list. Please read the instruction more carefully.","Task 1:This task requires us to create a function that takes in a list as input, and then by using a stack, the function will return the reversed list. Please read the instruction more carefully.",Sensemaking 1&Impact 1,100,792,1,36,97.04,72.07,10.18,20.23,18,16.67,77.78,58.33,47.22,8.33,2.78,0,2.78,0,0,0,5.56,25,16.67,2.78,11.11,2.78,0,8.33,0,13.89,2.78,2.78,5.56,2.78,2.78,0,2.78,0,2.78,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,5.56,2.78,2.78,0,0,2.78,2.78,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,2.78,0,2.78,0,0,0,0,0,2.78,0,5.56,0,2.78,5.56,0,0,0,2.78,0,2.78,2.78,0,0,0,0,0,13.89,5.56,5.56,0,0,0,2.78,0
5401,"However, I can see that your logic is clear.;","However, I can see that your logic is clear.;",Sensemaking 1,100,792,1,9,1,40.06,77.17,20.23,9,11.11,100,88.89,66.67,33.33,22.22,11.11,0,11.11,0,0,11.11,22.22,0,0,0,22.22,11.11,11.11,0,33.33,11.11,0,0,0,0,0,33.33,0,33.33,11.11,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,11.11,0,0,0,0,22.22,0,0,0,0,0,0,33.33,11.11,11.11,0,0,0,11.11,0
5402,"Task 2:Good job!"" 100","Task 2:Good job!""",Agency 2,100,792,1,4,89.52,40.06,1,99,4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,25,0,50,0
5403,High 58 percent similarity 100,High 58 percent similarity,Sensemaking 2,100,793,1,4,89.52,1,99,20.23,4,50,100,75,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,50,25,0,0,0,0,25,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5404,be careful about the high similarity 100,be careful about the high similarity,Sensemaking 2,100,794,1,6,89.52,1,99,20.23,6,33.33,100,100,50,0,0,0,0,0,0,0,0,16.67,16.67,0,16.67,16.67,16.67,0,0,16.67,50,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5405,Please make sure to show the output of your programs as part of your submission. 100,Please make sure to show the output of your programs as part of your submission.,Impact 1,100,795,1,15,98.78,99,1.91,20.23,15,13.33,86.67,66.67,46.67,13.33,13.33,0,0,13.33,0,0,0,20,6.67,0,26.67,0,0,6.67,0,13.33,0,6.67,0,0,0,0,13.33,0,13.33,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,20,6.67,6.67,6.67,0,0,0,13.33,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13.33,0,0,6.67,0,0,0,0,0,13.33,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0
5406,Well done!Task C:How can we make the error message more specific? (i.e. showing exactly which argument is wrong) 100,Well done!Task C:How can we make the error message more specific? (i.e. showing exactly which argument is wrong),Agency 2&Impact 1,100,796,1,20,15.41,69.2,1,1,10,25,90,60,45,10,5,0,5,0,0,0,5,10,5,0,0,15,10,0,0,20,15,5,5,5,0,0,30,0,30,5,10,5,0,5,5,0,15,5,10,5,0,5,0,5,0,0,20,15,0,0,5,5,10,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,0,0,0,5,10,0,0,0,0,0,0,35,10,0,5,5,0,15,0
5407,Can not check the ouput 50,Can not check the ouput,Sensemaking 1,50,797,1,5,39.7,1,1,20.23,5,0,80,60,60,0,0,0,0,0,0,0,0,20,20,0,0,20,0,0,20,20,0,0,0,0,0,0,40,0,40,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5408,"""Well done! However, you are highly encouraged to comment your code inthe future submissions.","""Well done! However, you are highly encouraged to comment your code inthe future submissions.",Agency 2&Impact 1,100,798,1,14,2.35,99,24.32,99,7,28.57,78.57,50,50,14.29,14.29,0,0,14.29,0,0,0,7.14,0,0,7.14,14.29,14.29,7.14,0,14.29,0,0,7.14,7.14,0,0,7.14,0,7.14,0,0,0,0,0,7.14,0,14.29,14.29,0,0,0,0,0,0,0,0,28.57,14.29,7.14,0,0,0,7.14,14.29,0,0,0,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,7.14,7.14,0,0,0,0,0,28.57,7.14,7.14,0,7.14,0,7.14,0
5409,Q1:List slicing is used. Good job!,Q1:List slicing is used. Good job!,Sensemaking 1&Agency 2,100,798,1,7,56.86,40.06,1,99,3.5,14.29,71.43,28.57,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,28.57,0,0,0,0,0,0,14.29,0,14.29,0,14.29,0,0,0,0,0,14.29,14.29,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,42.86,14.29,0,0,14.29,0,14.29,0
5410,"Q2,Q3: list/dictionary items are accessed correctly. For Q2, you are not required to check the type of each item in the list."" 100","Q2,Q3: list/dictionary items are accessed correctly. For Q2, you are not required to check the type of each item in the list.""",Sensemaking 1,100,798,1,24,97.04,40.06,3.81,20.23,12,16.67,66.67,45.83,45.83,4.17,4.17,0,0,4.17,0,0,0,12.5,8.33,12.5,16.67,8.33,0,0,4.17,8.33,0,0,0,0,0,0,4.17,0,4.17,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,8.33,4.17,0,4.17,0,0,0,0,0,8.33,0,0,0,0,0,0,29.17,8.33,8.33,0,0,0,12.5,0
5411,Next time display the test data and the results 100,Next time display the test data and the results,Impact 1,100,799,1,9,98.16,40.06,10.18,20.23,9,22.22,88.89,44.44,33.33,0,0,0,0,0,0,0,0,22.22,22.22,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,11.11,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5412,Task A: quit is not included 100,Task A: quit is not included,Sensemaking 1,100,800,1,6,49.68,1,39.59,20.23,6,16.67,100,83.33,50,0,0,0,0,0,0,0,0,16.67,16.67,0,0,16.67,0,0,16.67,50,0,0,16.67,0,16.67,0,16.67,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0
5413,"""Nice try!You are highly recommended to put comments in the code.","""Nice try!You are highly recommended to put comments in the code.",Agency 2&Impact 1,50,801,1,12,97.04,98.75,3.81,99,12,16.67,83.33,66.67,41.67,8.33,8.33,0,0,8.33,0,0,0,8.33,8.33,0,16.67,8.33,0,0,0,25,8.33,0,8.33,0,8.33,0,8.33,0,8.33,0,0,8.33,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,16.67,8.33,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,8.33,8.33,0,0,0,0,0,8.33,0,0,0,0,0,0,25,8.33,0,0,8.33,0,8.33,0
5414,"Task 1: How about if we want to print out “a, b, c, d” if the inputsare [“a”,”b”,”c”,”d”]?","Task 1: How about if we want to print out “a, b, c, d” if the inputsare [“a”,”b”,”c”,”d”]?",Sensemaking 1,50,801,1,21,94.68,40.06,24.32,20.23,21,4.76,61.9,52.38,47.62,4.76,4.76,0,4.76,0,0,0,0,14.29,14.29,4.76,14.29,0,9.52,9.52,0,4.76,0,0,4.76,4.76,0,0,19.05,0,19.05,4.76,4.76,4.76,9.52,0,9.52,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,4.76,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,4.76,4.76,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,95.24,0,28.57,4.76,0,0,61.9,0
5415,"Task 2:Please do some researches on matric multiplication.P.S. Feel free to come to the consultation if there is any confusion."" 50","Task 2:Please do some researches on matric multiplication.P.S. Feel free to come to the consultation if there is any confusion.""",Agency 1,50,801,1,23,89.52,18.24,74.45,20.23,11.5,17.39,86.96,60.87,43.48,0,0,0,0,0,0,0,0,13.04,4.35,4.35,13.04,8.7,4.35,4.35,0,17.39,4.35,8.7,0,0,0,0,21.74,0,21.74,4.35,0,0,13.04,0,4.35,0,8.7,4.35,4.35,4.35,0,4.35,0,0,0,0,8.7,8.7,4.35,4.35,0,0,4.35,0,0,0,0,0,0,0,0,0,13.04,0,0,13.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,13.04,13.04,0,4.35,8.7,0,0,4.35,0,0,8.7,0,0,0,0,0,0,26.09,17.39,0,0,0,0,8.7,0
5416,Well done! 100,Well done!,Agency 2,100,802,1,2,1,40.06,1,99,2,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,50,0,0,0,50,0,0,0
5417,"""Basically, cocktail sort is a bi-directional bubble sort. In each iteration, it sinks the largest unsorted item to the end of unsorted items and floats the smallest item to the start of unsorted items.For example, in the first iteration, the forward bubble sort will give us [1,4,2,5,0,2,8] and the reverse bubble sort will give us [0,1,4,2,5,2,8]. So after the first iteration, 0 will be in front and 8 will be in the last.In the second iteration, we only need to do bidirectional bubble sort within [1,4,2,5,2]. And then so on and so forth.Well done overall!"" 100","""Basically, cocktail sort is a bi-directional bubble sort. In each iteration, it sinks the largest unsorted item to the end of unsorted items and floats the smallest item to the start of unsorted items.For example, in the first iteration, the forward bubble sort will give us [1,4,2,5,0,2,8] and the reverse bubble sort will give us [0,1,4,2,5,2,8]. So after the first iteration, 0 will be in front and 8 will be in the last.In the second iteration, we only need to do bidirectional bubble sort within [1,4,2,5,2]. And then so on and so forth.Well done overall!""",Sensemaking 1&Impact 1&Agency 2,100,803,1,98,82.8,74.89,18.92,34.6,24.5,17.35,78.57,62.24,55.1,4.08,3.06,0,3.06,0,0,0,1.02,15.31,11.22,8.16,14.29,9.18,6.12,10.2,0,13.27,6.12,5.1,3.06,3.06,0,0,7.14,0,7.14,0,0,1.02,0,0,0,0,1.02,1.02,0,0,0,0,0,0,0,0,5.1,2.04,0,0,0,0,0,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,1.02,0,1.02,0,1.02,0,0,0,0,0,0,0,0,4.08,9.18,0,1.02,8.16,0,0,0,5.1,1.02,4.08,4.08,0,0,0,0,0,38.78,6.12,22.45,0,1.02,0,9.18,0
5418,High 63 percent similarity 100,High 63 percent similarity,Sensemaking 2,100,804,1,4,89.52,1,99,20.23,4,50,100,75,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,50,25,0,0,0,0,25,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5419,please be careful about the very high similarity of your work 100,please be careful about the very high similarity of your work,Sensemaking 2,100,805,1,11,71.44,86.82,50.45,20.23,11,18.18,100,81.82,54.55,9.09,9.09,0,0,9.09,0,0,0,18.18,9.09,0,18.18,9.09,18.18,0,0,9.09,27.27,0,9.09,0,9.09,0,9.09,0,9.09,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,9.09,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,18.18,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5420,Area of rectangle not shown. 50,Area of rectangle not shown.,Sensemaking 1,50,806,1,5,89.52,1,99,20.23,5,20,60,40,40,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0
5421,"""Well done!Nicely commented.","""Well done!Nicely commented.",Sensemaking 2,100,807,1,4,1,40.06,1,99,4,25,100,50,50,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,25,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,75,25,0,0,25,0,25,0
5422,"Task 1:This task requires us to create a function that takes in a list as input, andthen by using a stack, the function will return the reversed list. Please readthe instruction more carefully.","Task 1:This task requires us to create a function that takes in a list as input, andthen by using a stack, the function will return the reversed list. Please readthe instruction more carefully.",Sensemaking 1&Impact 1,100,807,1,34,98.34,73.71,4.6,20.23,17,23.53,70.59,50,41.18,8.82,2.94,0,2.94,0,0,0,5.88,23.53,14.71,2.94,11.76,2.94,0,2.94,0,11.76,2.94,2.94,5.88,2.94,2.94,0,2.94,0,2.94,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82,5.88,2.94,2.94,0,0,2.94,2.94,0,0,0,0,0,0,0,0,8.82,0,0,8.82,0,0,0,0,0,0,0,0,0,0,0,2.94,0,2.94,0,0,0,0,0,2.94,0,5.88,0,2.94,5.88,0,0,0,0,0,2.94,2.94,0,0,0,0,0,14.71,5.88,5.88,0,0,0,2.94,0
5423,"Task 2:Good job! However, it is not ideal to directly access the queue item using self.queue1.queue[0]. It is better to use the method defined for queue instead, i.e. self.queue1.peek().;","Task 2:Good job! However, it is not ideal to directly access the queue item using self.queue1.queue[0]. It is better to use the method defined for queue instead, i.e. self.queue1.peek().;",Agency 2&Sensemaking 1&Impact 1,100,807,1,35,72.76,13.3,4.17,94.7,11.67,11.43,82.86,45.71,34.29,5.71,0,0,0,0,0,0,5.71,5.71,5.71,11.43,8.57,5.71,5.71,2.86,2.86,11.43,5.71,0,2.86,0,2.86,0,25.71,0,25.71,2.86,5.71,2.86,0,0,8.57,0,5.71,5.71,0,2.86,2.86,0,0,0,0,0,5.71,0,0,0,0,0,0,5.71,0,0,0,0,0,0,0,0,5.71,0,0,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71,2.86,0,0,0,2.86,0,0,0,0,5.71,0,0,0,0,0,0,48.57,22.86,5.71,0,2.86,0,17.14,0
5424,"You can have a look at this snippet as a reference:;https://trinket.io/python/c13544532c"" 100","You can have a look at this snippet as a reference:;https://trinket.io/python/c13544532c""",Agency 1,100,807,1,17,79.1,93.56,1,1,17,23.53,76.47,58.82,47.06,11.76,5.88,0,0,5.88,0,0,5.88,17.65,11.76,5.88,11.76,11.76,0,5.88,0,17.65,0,0,0,0,0,0,5.88,0,5.88,0,0,5.88,0,0,0,0,5.88,0,5.88,5.88,0,5.88,0,0,0,0,11.76,5.88,0,0,0,0,0,5.88,0,0,0,0,5.88,0,0,5.88,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,5.88,5.88,0,0,5.88,0,0,0,0,5.88,0,5.88,5.88,0,0,0,52.94,5.88,0,0,0,0,47.06,0
5425,"""Well done!","""Well done!",Agency 2,100,808,1,2,1,40.06,1,99,2,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,100,0,0,0,50,0,50,0
5426,"Task C:For the error message, it has to be more specific. In the code, it only prints out """"wrong type of arguments"""", but what we want when debugging is to know which argument goes wrong."" 100","Task C:For the error message, it has to be more specific. In the code, it only prints out """"wrong type of arguments"""", but what we want when debugging is to know which argument goes wrong.""",Sensemaking 1,100,808,1,36,73.36,40.06,39.59,1,18,13.89,86.11,72.22,55.56,13.89,2.78,0,2.78,0,0,0,11.11,8.33,5.56,0,19.44,8.33,5.56,5.56,0,19.44,13.89,2.78,2.78,2.78,0,0,19.44,0,19.44,2.78,0,2.78,0,8.33,5.56,0,11.11,0,11.11,5.56,0,5.56,0,5.56,0,0,16.67,13.89,0,0,5.56,5.56,8.33,2.78,0,0,0,0,0,0,0,0,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,5.56,8.33,0,2.78,5.56,0,0,0,2.78,0,5.56,8.33,0,0,0,0,0,30.56,5.56,8.33,0,0,0,16.67,0
5427,Well done! 100,Well done!,Agency 2,100,809,1,2,1,40.06,1,99,2,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,50,0,0,0,50,0,0,0
5428,Great 100,Great,Agency 2,100,810,1,1,89.52,40.06,1,99,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5429,"""Good attempt, Xinhai. But please remember that don't leave your submission as a draft next time, and please generate PDF from Pycharm by unclicking the button 'figure ..."""", although we highly recommend using jupyter notebook to complete the lab activities."" 100","""Good attempt, Xinhai. But please remember that don't leave your submission as a draft next time, and please generate PDF from Pycharm by unclicking the button 'figure ..."""", although we highly recommend using jupyter notebook to complete the lab activities.""",Agency 2&Impact 1,100,811,1,39,80.69,55.35,16.81,91.4,19.5,30.77,66.67,46.15,35.9,7.69,5.13,0,2.56,2.56,0,0,2.56,12.82,7.69,0,10.26,2.56,0,10.26,2.56,10.26,2.56,0,2.56,2.56,0,0,12.82,0,12.82,2.56,5.13,0,0,0,5.13,2.56,5.13,5.13,0,2.56,2.56,0,0,0,0,0,12.82,7.69,5.13,5.13,0,0,0,5.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,5.13,5.13,0,2.56,0,2.56,0,0,2.56,2.56,2.56,0,0,0,0,0,0,35.9,12.82,7.69,0,0,5.13,10.26,0
